Toko Fashion,,,,,,,,,,,,,,,,,,,
Order ID,Order Date,Customer Name,City,Product Name,Unit Price,Quantity,Discount (%),Subtotal,Discount Amount,Total Sales,Shipping Fee,Grand Total,Payment Method,,,,,,
ORD00547,2/28/2025 10:25,Lestari Ananda,Tanjung Selor,Cardigan,"227,000",1,0,"227,000",0,"227,000","27,000","1,845,000",Transfer Bank,,FashionKita,4,M,Denim,Pria
ORD00547,2/28/2025 10:25,Lestari Ananda,Tanjung Selor,Sweater,"211,000",1,0,"211,000",0,"211,000","27,000","1,845,000",Transfer Bank,,FashionKita,4,L,Polyester,Wanita
ORD00547,2/28/2025 10:25,Lestari Ananda,Tanjung Selor,Legging,"226,000",3,0,"678,000",0,"678,000","27,000","1,845,000",Transfer Bank,,FashionKita,4,XXL,Viscose,Wanita
ORD00547,2/28/2025 10:25,Lestari Ananda,Tanjung Selor,Blouse,"234,000",3,0,"702,000",0,"702,000","27,000","1,845,000",Transfer Bank,,StyleMart,2,XXL,Knitted,Wanita
ORD00548,6/4/2025 12:56,Vina Syahputra,Pontianak,Dress Formal,"377,000",1,0,"377,000",0,"377,000","17,000","780,000",e-Wallet,,StyleMart,2,S,Knitted,Pria
ORD00548,6/4/2025 12:56,Vina Syahputra,Pontianak,Rok Midi,"193,000",2,0,"386,000",0,"386,000","17,000","780,000",e-Wallet,,StyleMart,2,M,Spandex,Wanita
ORD00549,10/27/2025 18:57,Gita Halim,Banjarbaru,Kaos Panjang,"128,000",2,0,"256,000",0,"256,000","24,000","1,173,000",e-Wallet,,StyleMart,2,S,Viscose,Wanita
ORD00549,10/27/2025 18:57,Gita Halim,Banjarbaru,Celana Chino,"355,000",1,0,"355,000",0,"355,000","24,000","1,173,000",e-Wallet,,Toko Fashion App,3,L,Satin,Wanita
ORD00549,10/27/2025 18:57,Gita Halim,Banjarbaru,Jaket Bomber,"269,000",2,0,"538,000",0,"538,000","24,000","1,173,000",e-Wallet,,Toko Fashion App,3,M,Katun,Wanita
ORD00550,8/10/2025 14:13,Clara Maulana,Tanjungpinang,Gamis,"704,000",2,0,"1,408,000",0,"1,408,000","27,000","2,627,000",Kartu Kredit,,Toko Fashion App,4,S,Katun,Pria
ORD00550,8/10/2025 14:13,Clara Maulana,Tanjungpinang,Blouse,"198,000",2,0,"396,000",0,"396,000","27,000","2,627,000",Kartu Kredit,,Toko Fashion App,4,L,Katun,Pria
ORD00550,8/10/2025 14:13,Clara Maulana,Tanjungpinang,Hoodie,"354,000",1,0,"354,000",0,"354,000","27,000","2,627,000",Kartu Kredit,,Toko Fashion App,4,L,Polyester,Pria
ORD00550,8/10/2025 14:13,Clara Maulana,Tanjungpinang,Cardigan,"221,000",2,0,"442,000",0,"442,000","27,000","2,627,000",Kartu Kredit,,StyleMart,2,M,Satin,Wanita
ORD00551,7/12/2025 17:51,Gita Wijaya,Jambi,Kemeja Casual,"266,000",2,0,"532,000",0,"532,000","27,000","2,049,000",Kartu Kredit,,StyleMart,2,S,Viscose,Wanita
ORD00551,7/12/2025 17:51,Gita Wijaya,Jambi,Dress Casual,"269,000",2,0,"538,000",0,"538,000","27,000","2,049,000",Kartu Kredit,,StyleMart,2,L,Cotton Combed,Pria
ORD00551,7/12/2025 17:51,Gita Wijaya,Jambi,Jaket Denim,"338,000",2,0,"676,000",0,"676,000","27,000","2,049,000",Kartu Kredit,,StyleMart,2,XXL,Acrylic,Wanita
ORD00551,7/12/2025 17:51,Gita Wijaya,Jambi,Hoodie,"276,000",1,0,"276,000",0,"276,000","27,000","2,049,000",Kartu Kredit,,StyleMart,2,L,Linen,Pria
ORD00552,11/30/2025 20:20,Aulia Puspita,Pontianak,Kaos Polo,"193,000",3,0,"579,000",0,"579,000","24,000","1,766,000",e-Wallet,,StyleMart,2,L,Rayon,Wanita
ORD00552,11/30/2025 20:20,Aulia Puspita,Pontianak,Jaket Bomber,"312,000",2,0,"624,000",0,"624,000","24,000","1,766,000",e-Wallet,,StyleMart,2,L,Cotton,Pria
ORD00552,11/30/2025 20:20,Aulia Puspita,Pontianak,Celana Jeans,"539,000",1,0,"539,000",0,"539,000","24,000","1,766,000",e-Wallet,,StyleMart,2,L,Polyester,Pria
ORD00553,6/23/2025 10:07,Hana Pradipta,Palembang,Kaos Polo,"133,000",2,0,"266,000",0,"266,000","17,000","459,000",Kartu Kredit,,Toko Fashion App,4,M,Katun Pique,Pria
ORD00553,6/23/2025 10:07,Hana Pradipta,Palembang,Hijab,"44,000",4,0,"176,000",0,"176,000","17,000","459,000",Kartu Kredit,,Toko Fashion App,4,XL,Nylon,Pria
ORD00554,1/17/2025 10:50,Umar Setiawan,Sorong,Dress Casual,"307,000",2,0,"614,000",0,"614,000","24,000","1,119,000",COD,,Toko Fashion App,4,XL,Denim,Pria
ORD00554,1/17/2025 10:50,Umar Setiawan,Sorong,Legging,"151,000",2,0,"302,000",0,"302,000","24,000","1,119,000",COD,,StyleMart,4,M,Katun Pique,Pria
ORD00554,1/17/2025 10:50,Umar Setiawan,Sorong,Kemeja Casual,"179,000",1,0,"179,000",0,"179,000","24,000","1,119,000",COD,,StyleMart,4,M,Polyester,Wanita
ORD00555,8/16/2025 9:25,Clara Syahputra,Merauke,Rok Midi,"279,000",1,0,"279,000",0,"279,000","24,000","1,449,000",COD,,Toko Fashion App,4,L,Viscose,Wanita
ORD00555,8/16/2025 9:25,Clara Syahputra,Merauke,Cardigan,"314,000",2,0,"628,000",0,"628,000","24,000","1,449,000",COD,,Toko Fashion App,4,L,Nylon,Wanita
ORD00555,8/16/2025 9:25,Clara Syahputra,Merauke,Kemeja Formal,"259,000",2,0,"518,000",0,"518,000","24,000","1,449,000",COD,,Toko Fashion App,4,XXL,Katun,Pria
ORD00556,12/19/2025 12:57,Erna Fauziah,Manado,Kaos Panjang,"128,000",1,0,"128,000",0,"128,000","20,000","803,000",Transfer Bank,,StyleMart,5,S,Twill,Wanita
ORD00556,12/19/2025 12:57,Erna Fauziah,Manado,Kemeja Formal,"336,000",1,0,"336,000",0,"336,000","20,000","803,000",Transfer Bank,,StyleMart,5,XL,Knitted,Wanita
ORD00556,12/19/2025 12:57,Erna Fauziah,Manado,Hoodie,"319,000",1,0,"319,000",0,"319,000","20,000","803,000",Transfer Bank,,StyleMart,5,XL,Katun Oxford,Pria
ORD00557,10/9/2025 17:08,Lestari Fauziah,Surabaya,Dress Casual,"203,000",1,0,"203,000",0,"203,000","20,000","669,000",COD,,StyleMart,2,M,Katun,Pria
ORD00557,10/9/2025 17:08,Lestari Fauziah,Surabaya,Legging,"154,000",2,0,"308,000",0,"308,000","20,000","669,000",COD,,StyleMart,2,L,Twill,Pria
ORD00557,10/9/2025 17:08,Lestari Fauziah,Surabaya,Hijab,"46,000",3,0,"138,000",0,"138,000","20,000","669,000",COD,,StyleMart,2,XL,Cotton Combed,Pria
ORD00558,10/27/2025 15:20,Zahra Saputra,Bengkulu,Legging,"224,000",2,0,"448,000",0,"448,000","17,000","928,000",COD,,FashionKita,5,M,Katun,Wanita
ORD00558,10/27/2025 15:20,Zahra Saputra,Bengkulu,Dress Formal,"463,000",1,0,"463,000",0,"463,000","17,000","928,000",COD,,FashionKita,5,XXL,Spandex,Wanita
ORD00559,12/18/2025 9:09,Yani Pradipta,Tanjungpinang,Jaket Denim,"289,000",1,0,"289,000",0,"289,000","17,000","777,000",COD,,FashionKita,5,L,Ceruty,Wanita
ORD00559,12/18/2025 9:09,Yani Pradipta,Tanjungpinang,Kaos Panjang,"157,000",3,0,"471,000",0,"471,000","17,000","777,000",COD,,StyleMart,4,M,Polyester,Wanita
ORD00560,8/24/2025 21:46,Galih Saputra,Semarang,Gamis,"274,000",2,0,"548,000",0,"548,000","27,000","1,907,000",Transfer Bank,,StyleMart,4,L,Sutra,Wanita
ORD00560,8/24/2025 21:46,Galih Saputra,Semarang,Celana Pendek,"184,000",1,0,"184,000",0,"184,000","27,000","1,907,000",Transfer Bank,,FashionKita,3,L,Chambray,Pria
ORD00560,8/24/2025 21:46,Galih Saputra,Semarang,Jaket Bomber,"477,000",2,0,"954,000",0,"954,000","27,000","1,907,000",Transfer Bank,,FashionKita,3,XXL,Cotton Combed,Pria
ORD00560,8/24/2025 21:46,Galih Saputra,Semarang,Legging,"194,000",1,0,"194,000",0,"194,000","27,000","1,907,000",Transfer Bank,,Toko Fashion App,4,S,Satin,Wanita
ORD00561,11/29/2025 20:29,Sari Kurniawan,Palu,Sweater,"338,000",1,0,"338,000",0,"338,000","17,000","663,000",Transfer Bank,,Toko Fashion App,4,M,Katun,Pria
ORD00561,11/29/2025 20:29,Sari Kurniawan,Palu,Kemeja Formal,"308,000",1,0,"308,000",0,"308,000","17,000","663,000",Transfer Bank,,Toko Fashion App,4,XXL,Nylon,Pria
ORD00562,5/2/2025 9:38,Erna Fauziah,Sorong,Kaos Panjang,"161,000",3,0,"483,000",0,"483,000","22,000","1,333,000",Kartu Kredit,,Toko Fashion App,4,XL,Polyester,Wanita
ORD00562,5/2/2025 9:38,Erna Fauziah,Sorong,Jaket Denim,"414,000",2,0,"828,000",0,"828,000","22,000","1,333,000",Kartu Kredit,,StyleMart,2,XXL,Knitted,Pria
ORD00563,2/2/2025 8:39,Bayu Nugroho,Mamuju,Kemeja Formal,"251,000",1,10,"251,000","25,100","225,900","17,000","512,900",Transfer Bank,,StyleMart,2,M,Katun Oxford,Pria
ORD00563,2/2/2025 8:39,Bayu Nugroho,Mamuju,Kaos Pendek,"75,000",4,10,"300,000","30,000","270,000","17,000","512,900",Transfer Bank,,FashionHub,5,XXL,Jersey,Pria
ORD00564,12/1/2025 17:35,Citra Maulana,Nabire,Cardigan,"341,000",1,0,"341,000",0,"341,000","20,000","750,000",COD,,FashionHub,5,XL,Denim,Pria
ORD00564,12/1/2025 17:35,Citra Maulana,Nabire,Hijab,"53,000",1,0,"53,000",0,"53,000","20,000","750,000",COD,,FashionKita,2,L,Katun Oxford,Pria
ORD00564,12/1/2025 17:35,Citra Maulana,Nabire,Kemeja Formal,"336,000",1,0,"336,000",0,"336,000","20,000","750,000",COD,,FashionKita,2,M,Jersey,Pria
ORD00565,5/12/2025 20:05,Made Kusuma,Samarinda,Kaos Panjang,"172,000",1,0,"172,000",0,"172,000","20,000","1,002,000",Kartu Kredit,,FashionHub,5,XXL,Acrylic,Wanita
ORD00565,5/12/2025 20:05,Made Kusuma,Samarinda,Hijab,"50,000",3,0,"150,000",0,"150,000","20,000","1,002,000",Kartu Kredit,,FashionHub,5,M,Voal,Wanita
ORD00565,5/12/2025 20:05,Made Kusuma,Samarinda,Celana Chino,"330,000",2,0,"660,000",0,"660,000","20,000","1,002,000",Kartu Kredit,,FashionHub,5,M,Linen,Pria
ORD00566,2/1/2025 19:22,Fitri Puspita,Pangkalpinang,Hijab,"145,000",3,0,"435,000",0,"435,000","27,000","1,719,000",Kartu Kredit,,Toko Fashion App,1,XXL,Cotton Combed,Pria
ORD00566,2/1/2025 19:22,Fitri Puspita,Pangkalpinang,Blouse,"264,000",1,0,"264,000",0,"264,000","27,000","1,719,000",Kartu Kredit,,Toko Fashion App,1,XL,Ceruty,Wanita
ORD00566,2/1/2025 19:22,Fitri Puspita,Pangkalpinang,Celana Chino,"333,000",2,0,"666,000",0,"666,000","27,000","1,719,000",Kartu Kredit,,Toko Fashion App,1,L,Katun,Pria
ORD00566,2/1/2025 19:22,Fitri Puspita,Pangkalpinang,Legging,"109,000",3,0,"327,000",0,"327,000","27,000","1,719,000",Kartu Kredit,,FashionKita,1,S,Voal,Wanita
ORD00567,1/7/2025 11:51,Erna Ananda,Kupang,Kaos Polo,"230,000",2,0,"460,000",0,"460,000","27,000","2,287,000",e-Wallet,,FashionKita,1,S,Rayon,Wanita
ORD00567,1/7/2025 11:51,Erna Ananda,Kupang,Kemeja Casual,"279,000",3,0,"837,000",0,"837,000","27,000","2,287,000",e-Wallet,,FashionKita,1,M,Katun,Pria
ORD00567,1/7/2025 11:51,Erna Ananda,Kupang,Kemeja Formal,"306,000",2,0,"612,000",0,"612,000","27,000","2,287,000",e-Wallet,,FashionKita,1,L,Polyester,Wanita
ORD00567,1/7/2025 11:51,Erna Ananda,Kupang,Celana Chino,"351,000",1,0,"351,000",0,"351,000","27,000","2,287,000",e-Wallet,,Toko Fashion App,5,L,Katun Pique,Pria
ORD00568,10/18/2025 20:53,Putri Wijaya,Wamena,Dress Formal,"622,000",1,0,"622,000",0,"622,000","27,000","1,707,000",COD,,Toko Fashion App,5,L,Katun,Pria
ORD00568,10/18/2025 20:53,Putri Wijaya,Wamena,Jaket Denim,"264,000",2,0,"528,000",0,"528,000","27,000","1,707,000",COD,,Toko Fashion App,5,L,Katun Oxford,Pria
ORD00568,10/18/2025 20:53,Putri Wijaya,Wamena,Sweater,"221,000",1,0,"221,000",0,"221,000","27,000","1,707,000",COD,,Toko Fashion App,5,XXL,Twill,Pria
ORD00568,10/18/2025 20:53,Putri Wijaya,Wamena,Jaket Bomber,"309,000",1,0,"309,000",0,"309,000","27,000","1,707,000",COD,,OutfitNow,1,XXL,Satin,Wanita
ORD00569,4/2/2025 14:19,Clara Pradipta,Sorong,Gamis,"437,000",1,0,"437,000",0,"437,000","20,000","817,000",Transfer Bank,,OutfitNow,1,M,Denim,Pria
ORD00569,4/2/2025 14:19,Clara Pradipta,Sorong,Hijab,"43,000",1,0,"43,000",0,"43,000","20,000","817,000",Transfer Bank,,OutfitNow,1,S,Acrylic,Pria
ORD00569,4/2/2025 14:19,Clara Pradipta,Sorong,Celana Jeans,"317,000",1,0,"317,000",0,"317,000","20,000","817,000",Transfer Bank,,OutfitNow,1,L,Nylon,Pria
ORD00570,10/25/2025 11:21,Hana Nugroho,Padang,Celana Jeans,"533,000",2,0,"1,066,000",0,"1,066,000","27,000","2,193,000",e-Wallet,,Toko Fashion App,4,XL,Satin,Wanita
ORD00570,10/25/2025 11:21,Hana Nugroho,Padang,Jaket Bomber,"448,000",1,0,"448,000",0,"448,000","27,000","2,193,000",e-Wallet,,Toko Fashion App,4,M,Ceruty,Wanita
ORD00570,10/25/2025 11:21,Hana Nugroho,Padang,Kemeja Casual,"164,000",1,0,"164,000",0,"164,000","27,000","2,193,000",e-Wallet,,Toko Fashion App,4,M,Katun,Pria
ORD00570,10/25/2025 11:21,Hana Nugroho,Padang,Legging,"244,000",2,0,"488,000",0,"488,000","27,000","2,193,000",e-Wallet,,FashionKita,1,S,Katun,Pria
ORD00571,11/3/2025 16:59,Fitri Kurniawan,Jakarta,Celana Jeans,"403,000",2,0,"806,000",0,"806,000","22,000","1,846,000",e-Wallet,,FashionKita,1,M,Scuba,Pria
ORD00571,11/3/2025 16:59,Fitri Kurniawan,Jakarta,Gamis,"509,000",2,0,"1,018,000",0,"1,018,000","22,000","1,846,000",e-Wallet,,FashionKita,1,XXL,Katun,Pria
ORD00572,1/6/2025 8:56,Yani Hidayat,Merauke,Rok Midi,"369,000",1,0,"369,000",0,"369,000","24,000","1,191,000",Kartu Kredit,,FashionKita,1,S,Nylon,Wanita
ORD00572,1/6/2025 8:56,Yani Hidayat,Merauke,Kemeja Formal,"192,000",2,0,"384,000",0,"384,000","24,000","1,191,000",Kartu Kredit,,StyleMart,3,L,Denim,Pria
ORD00572,1/6/2025 8:56,Yani Hidayat,Merauke,Kaos Panjang,"138,000",3,0,"414,000",0,"414,000","24,000","1,191,000",Kartu Kredit,,StyleMart,3,L,Woolpeach,Wanita
ORD00573,10/2/2025 9:34,Erna Budiman,Semarang,Kemeja Formal,"289,000",2,0,"578,000",0,"578,000","22,000","1,566,000",COD,,Toko Fashion App,4,XXL,Twill,Wanita
ORD00573,10/2/2025 9:34,Erna Budiman,Semarang,Kemeja Casual,"322,000",3,0,"966,000",0,"966,000","22,000","1,566,000",COD,,Toko Fashion App,4,XL,Linen,Pria
ORD00574,1/15/2025 16:08,Eka Halim,Bengkulu,Kaos Polo,"130,000",1,0,"130,000",0,"130,000","17,000","351,000",e-Wallet,,Toko Fashion App,4,S,Cotton Combed,Pria
ORD00574,1/15/2025 16:08,Eka Halim,Bengkulu,Dress Casual,"204,000",1,0,"204,000",0,"204,000","17,000","351,000",e-Wallet,,Toko Fashion App,5,M,Twill,Pria
ORD00575,8/10/2025 9:35,Lestari Fauziah,Semarang,Celana Chino,"215,000",1,0,"215,000",0,"215,000","27,000","1,527,000",Transfer Bank,,Toko Fashion App,5,M,Chambray,Pria
ORD00575,8/10/2025 9:35,Lestari Fauziah,Semarang,Kaos Pendek,"120,000",3,0,"360,000",0,"360,000","27,000","1,527,000",Transfer Bank,,FashionKita,3,M,Lacoste Cotton,Pria
ORD00575,8/10/2025 9:35,Lestari Fauziah,Semarang,Celana Pendek,"219,000",3,0,"657,000",0,"657,000","27,000","1,527,000",Transfer Bank,,FashionKita,3,XL,Rayon,Wanita
ORD00575,8/10/2025 9:35,Lestari Fauziah,Semarang,Hoodie,"268,000",1,0,"268,000",0,"268,000","27,000","1,527,000",Transfer Bank,,FashionKita,5,L,Katun Twill,Pria
ORD00576,2/2/2025 10:24,Tono Fauziah,Jakarta,Kaos Pendek,"116,000",1,10,"116,000","11,600","104,400","17,000","575,000",Kartu Kredit,,FashionKita,5,M,Katun,Pria
ORD00576,2/2/2025 10:24,Tono Fauziah,Jakarta,Hijab,"126,000",4,10,"504,000","50,400","453,600","17,000","575,000",Kartu Kredit,,FashionKita,5,L,Polyester,Pria
ORD00577,5/18/2025 21:29,Zahra Puspita,Nabire,Celana Pendek,"198,000",4,0,"792,000",0,"792,000","24,000","1,698,000",COD,,FashionKita,5,XL,Polyester,Pria
ORD00577,5/18/2025 21:29,Zahra Puspita,Nabire,Celana Chino,"225,000",1,0,"225,000",0,"225,000","24,000","1,698,000",COD,,Toko Fashion App,4,L,Katun,Pria
ORD00577,5/18/2025 21:29,Zahra Puspita,Nabire,Blouse,"219,000",3,0,"657,000",0,"657,000","24,000","1,698,000",COD,,Toko Fashion App,4,XL,Polyester,Wanita
ORD00578,7/15/2025 21:09,Kartika Hidayat,Semarang,Cardigan,"331,000",2,0,"662,000",0,"662,000","24,000","1,242,000",e-Wallet,,OutfitNow,2,XXL,Polyester,Pria
ORD00578,7/15/2025 21:09,Kartika Hidayat,Semarang,Hijab,"128,000",1,0,"128,000",0,"128,000","24,000","1,242,000",e-Wallet,,OutfitNow,2,XXL,Katun,Pria
ORD00578,7/15/2025 21:09,Kartika Hidayat,Semarang,Dress Casual,"214,000",2,0,"428,000",0,"428,000","24,000","1,242,000",e-Wallet,,OutfitNow,2,L,Viscose,Wanita
ORD00579,3/5/2025 8:12,Sari Halim,Samarinda,Hijab,"59,000",3,0,"177,000",0,"177,000","20,000","869,000",e-Wallet,,OutfitNow,4,XXL,Knitted,Wanita
ORD00579,3/5/2025 8:12,Sari Halim,Samarinda,Gamis,"354,000",1,0,"354,000",0,"354,000","20,000","869,000",e-Wallet,,OutfitNow,4,M,Polyester,Wanita
ORD00579,3/5/2025 8:12,Sari Halim,Samarinda,Kaos Pendek,"106,000",3,0,"318,000",0,"318,000","20,000","869,000",e-Wallet,,OutfitNow,4,S,Rayon,Wanita
ORD00580,1/10/2025 18:29,Indra Setiawan,Pangkalpinang,Celana Pendek,"225,000",3,0,"675,000",0,"675,000","24,000","1,956,000",Kartu Kredit,,Toko Fashion App,4,S,Voal,Wanita
ORD00580,1/10/2025 18:29,Indra Setiawan,Pangkalpinang,Dress Formal,"399,000",1,0,"399,000",0,"399,000","24,000","1,956,000",Kartu Kredit,,Toko Fashion App,4,XL,Woolpeach,Wanita
ORD00580,1/10/2025 18:29,Indra Setiawan,Pangkalpinang,Sweater,"429,000",2,0,"858,000",0,"858,000","24,000","1,956,000",Kartu Kredit,,Toko Fashion App,4,S,Cotton Combed,Pria
ORD00581,8/29/2025 16:40,Hana Nugroho,Makassar,Kaos Polo,"252,000",2,0,"504,000",0,"504,000","24,000","1,163,000",Kartu Kredit,,StyleMart,1,L,Jersey,Pria
ORD00581,8/29/2025 16:40,Hana Nugroho,Makassar,Legging,"115,000",3,0,"345,000",0,"345,000","24,000","1,163,000",Kartu Kredit,,StyleMart,1,L,Sutra,Wanita
ORD00581,8/29/2025 16:40,Hana Nugroho,Makassar,Kaos Panjang,"145,000",2,0,"290,000",0,"290,000","24,000","1,163,000",Kartu Kredit,,StyleMart,1,L,Knitted,Pria
ORD00582,4/26/2025 20:23,Yani Maulana,Bandung,Celana Pendek,"106,000",2,0,"212,000",0,"212,000","20,000","784,000",Kartu Kredit,,Toko Fashion App,1,M,Katun Pique,Pria
ORD00582,4/26/2025 20:23,Yani Maulana,Bandung,Cardigan,"182,000",1,0,"182,000",0,"182,000","20,000","784,000",Kartu Kredit,,Toko Fashion App,1,XL,Nylon,Wanita
ORD00582,4/26/2025 20:23,Yani Maulana,Bandung,Celana Chino,"370,000",1,0,"370,000",0,"370,000","20,000","784,000",Kartu Kredit,,Toko Fashion App,1,M,Cotton Combed,Pria
ORD00583,7/24/2025 19:15,Ani Puspita,Samarinda,Gamis,"512,000",1,0,"512,000",0,"512,000","17,000","845,000",e-Wallet,,Toko Fashion App,4,L,Polyester,Pria
ORD00583,7/24/2025 19:15,Ani Puspita,Samarinda,Kaos Panjang,"158,000",2,0,"316,000",0,"316,000","17,000","845,000",e-Wallet,,Toko Fashion App,4,S,Wool,Wanita
ORD00584,12/29/2025 9:02,Ani Hidayat,Banda Aceh,Cardigan,"245,000",1,0,"245,000",0,"245,000","17,000","509,000",COD,,Toko Fashion App,4,XXL,Katun,Pria
ORD00584,12/29/2025 9:02,Ani Hidayat,Banda Aceh,Sweater,"247,000",1,0,"247,000",0,"247,000","17,000","509,000",COD,,FashionHub,3,L,Sutra,Wanita
ORD00585,4/16/2025 17:11,Sari Pradipta,Mamuju,Dress Casual,"330,000",2,0,"660,000",0,"660,000","17,000","981,000",Kartu Kredit,,FashionHub,3,L,Katun,Pria
ORD00585,4/16/2025 17:11,Sari Pradipta,Mamuju,Hoodie,"304,000",1,0,"304,000",0,"304,000","17,000","981,000",Kartu Kredit,,Toko Fashion App,1,XL,Acrylic,Wanita
ORD00586,4/6/2025 17:31,Kartika Hidayat,Kendari,Jaket Denim,"430,000",1,0,"430,000",0,"430,000","17,000","912,000",COD,,Toko Fashion App,1,XXL,Knitted,Pria
ORD00586,4/6/2025 17:31,Kartika Hidayat,Kendari,Kaos Polo,"155,000",3,0,"465,000",0,"465,000","17,000","912,000",COD,,FashionHub,2,L,Katun,Wanita
ORD00587,10/31/2025 15:29,Qori Hidayat,Jakarta,Rok Midi,"228,000",2,0,"456,000",0,"456,000","20,000","800,000",Transfer Bank,,FashionHub,2,S,Polyester,Pria
ORD00587,10/31/2025 15:29,Qori Hidayat,Jakarta,Kaos Panjang,"110,000",2,0,"220,000",0,"220,000","20,000","800,000",Transfer Bank,,Toko Fashion App,1,XXL,Chambray,Pria
ORD00587,10/31/2025 15:29,Qori Hidayat,Jakarta,Legging,"104,000",1,0,"104,000",0,"104,000","20,000","800,000",Transfer Bank,,Toko Fashion App,1,M,Katun Pique,Pria
ORD00588,7/29/2025 20:44,Yoga Utami,Samarinda,Jaket Bomber,"299,000",2,0,"598,000",0,"598,000","24,000","1,993,000",Transfer Bank,,OutfitNow,5,M,Polyester,Wanita
ORD00588,7/29/2025 20:44,Yoga Utami,Samarinda,Jaket Denim,"407,000",1,0,"407,000",0,"407,000","24,000","1,993,000",Transfer Bank,,OutfitNow,5,XXL,Katun,Pria
ORD00588,7/29/2025 20:44,Yoga Utami,Samarinda,Celana Pendek,"241,000",4,0,"964,000",0,"964,000","24,000","1,993,000",Transfer Bank,,OutfitNow,5,XL,Polyester,Wanita
ORD00589,12/6/2025 11:07,Arif Fauziah,Pekanbaru,Kemeja Formal,"283,000",2,0,"566,000",0,"566,000","27,000","1,899,000",Kartu Kredit,,Toko Fashion App,1,XXL,Scuba,Pria
ORD00589,12/6/2025 11:07,Arif Fauziah,Pekanbaru,Kaos Polo,"242,000",1,0,"242,000",0,"242,000","27,000","1,899,000",Kartu Kredit,,Toko Fashion App,1,L,Chambray,Pria
ORD00589,12/6/2025 11:07,Arif Fauziah,Pekanbaru,Gamis,"542,000",1,0,"542,000",0,"542,000","27,000","1,899,000",Kartu Kredit,,Toko Fashion App,1,XXL,Polyester,Pria
ORD00589,12/6/2025 11:07,Arif Fauziah,Pekanbaru,Kaos Panjang,"174,000",3,0,"522,000",0,"522,000","27,000","1,899,000",Kartu Kredit,,FashionKita,1,L,Twill,Pria
ORD00590,7/5/2025 8:56,Arif Maulana,Ambon,Rok Midi,"304,000",1,0,"304,000",0,"304,000","27,000","2,130,000",COD,,FashionKita,1,XL,Polyester,Pria
ORD00590,7/5/2025 8:56,Arif Maulana,Ambon,Kaos Polo,"240,000",1,0,"240,000",0,"240,000","27,000","2,130,000",COD,,FashionKita,1,L,Satin,Wanita
ORD00590,7/5/2025 8:56,Arif Maulana,Ambon,Dress Casual,"418,000",2,0,"836,000",0,"836,000","27,000","2,130,000",COD,,FashionKita,1,S,Jersey,Pria
ORD00590,7/5/2025 8:56,Arif Maulana,Ambon,Kemeja Casual,"241,000",3,0,"723,000",0,"723,000","27,000","2,130,000",COD,,Toko Fashion App,1,L,Polyester,Wanita
ORD00591,5/31/2025 10:51,Aulia Iskandar,Tanjungpinang,Celana Chino,"306,000",1,0,"306,000",0,"306,000","17,000","428,000",COD,,Toko Fashion App,1,S,Polyester,Pria
ORD00591,5/31/2025 10:51,Aulia Iskandar,Tanjungpinang,Kaos Panjang,"105,000",1,0,"105,000",0,"105,000","17,000","428,000",COD,,Toko Fashion App,1,XL,Rayon,Wanita
ORD00592,11/11/2025 13:42,Aulia Syahputra,Tanjung Selor,Celana Jeans,"386,000",2,10,"772,000","77,200","694,800","27,000","3,368,700",e-Wallet,,Toko Fashion App,1,S,Katun,Pria
ORD00592,11/11/2025 13:42,Aulia Syahputra,Tanjung Selor,Jaket Bomber,"443,000",2,10,"886,000","88,600","797,400","27,000","3,368,700",e-Wallet,,OutfitNow,5,L,Katun Twill,Pria
ORD00592,11/11/2025 13:42,Aulia Syahputra,Tanjung Selor,Legging,"213,000",3,10,"639,000","63,900","575,100","27,000","3,368,700",e-Wallet,,OutfitNow,5,L,Katun,Pria
ORD00592,11/11/2025 13:42,Aulia Syahputra,Tanjung Selor,Gamis,"708,000",2,10,"1,416,000","141,600","1,274,400","27,000","3,368,700",e-Wallet,,FashionKita,4,XL,Katun,Pria
ORD00593,2/26/2025 9:10,Tono Saputra,Merauke,Celana Pendek,"215,000",2,0,"430,000",0,"430,000","17,000","855,000",Transfer Bank,,FashionKita,4,S,Scuba,Pria
ORD00593,2/26/2025 9:10,Tono Saputra,Merauke,Hijab,"136,000",3,0,"408,000",0,"408,000","17,000","855,000",Transfer Bank,,FashionKita,4,XL,Spandex,Wanita
ORD00594,8/3/2025 16:17,Vina Syahputra,Bandung,Kaos Polo,"254,000",1,0,"254,000",0,"254,000","27,000","1,752,000",COD,,FashionKita,4,XXL,Woolpeach,Wanita
ORD00594,8/3/2025 16:17,Vina Syahputra,Bandung,Celana Chino,"286,000",1,0,"286,000",0,"286,000","27,000","1,752,000",COD,,Toko Fashion App,3,S,Katun,Pria
ORD00594,8/3/2025 16:17,Vina Syahputra,Bandung,Blouse,"197,000",3,0,"591,000",0,"591,000","27,000","1,752,000",COD,,Toko Fashion App,3,XL,Voal,Wanita
ORD00594,8/3/2025 16:17,Vina Syahputra,Bandung,Celana Pendek,"198,000",3,0,"594,000",0,"594,000","27,000","1,752,000",COD,,FashionKita,4,XL,Lacoste Cotton,Pria
ORD00595,7/30/2025 17:57,Lestari Hidayat,Samarinda,Sweater,"313,000",1,0,"313,000",0,"313,000","27,000","1,668,000",Transfer Bank,,FashionKita,4,XXL,Twill,Pria
